TIMESLOT,Actual,Predicted
2018-12-23 02:00:00,1529.37,1811.8383089936272
2018-12-23 03:00:00,1448.03,1598.8603006956573
2018-12-23 04:00:00,1456.26,1613.1463199186016
2018-12-23 05:00:00,1597.6,1612.8649192015675
2018-12-23 06:00:00,1952.25,1994.6361744466715
2018-12-23 07:00:00,2487.44,2440.563312439062
2018-12-23 08:00:00,3167.24,2754.659461235389
2018-12-23 09:00:00,3518.41,2699.339856370208
2018-12-23 10:00:00,3851.33,3000.3545855024067
2018-12-23 11:00:00,3901.48,3025.1852471702564
2018-12-23 12:00:00,3778.36,3061.1475768188857
2018-12-23 13:00:00,3373.01,2966.0871783975313
2018-12-23 14:00:00,3064.17,2911.311181310689
2018-12-23 15:00:00,2833.56,2771.9354271419174
2018-12-23 16:00:00,2720.94,2771.9354271419174
2018-12-23 17:00:00,2777.22,2752.7228682972795
2018-12-23 18:00:00,3133.52,2570.8245047582554
2018-12-23 19:00:00,3178.8,2395.3620862664425
2018-12-23 20:00:00,2908.63,2333.124511549111
2018-12-23 21:00:00,2747.21,2260.961861138142
2018-12-23 22:00:00,2536.94,2138.189425558531
2018-12-23 23:00:00,2188.86,2072.1580940216136
2018-12-24 00:00:00,1828.28,2069.7624735141394
2018-12-24 01:00:00,1642.26,1777.4758233590674
2018-12-24 02:00:00,1562.16,1658.5459334195118
2018-12-24 03:00:00,1496.36,1438.5855286392034
2018-12-24 04:00:00,1512.91,1500.7485785607623
2018-12-24 05:00:00,1678.43,1500.7485785607623
2018-12-24 06:00:00,2294.03,1879.1172989534489
2018-12-24 07:00:00,3096.07,2444.180820701422
2018-12-24 08:00:00,3475.26,2691.8987370390932
2018-12-24 09:00:00,3530.38,2593.036403805501
2018-12-24 10:00:00,3946.51,2943.722697672801
2018-12-24 11:00:00,3962.73,2989.1747842465575
2018-12-24 12:00:00,3733.39,3100.038456880555
2018-12-24 13:00:00,3352.61,2972.102115907458
2018-12-24 14:00:00,3138.76,2944.0949397948807
2018-12-24 15:00:00,2989.67,2827.213076349896
2018-12-24 16:00:00,2937.67,2827.213076349896
